"";"x"
"1874";"C"
"1875";"C"
"1876";"C"
"1877";"B"
"1878";"B"
"1879";"B"
"1880";"B"
"1881";"B"
"1882";"B"
"1883";"B"
"1884";"B"
"1885";"B"
"1886";"B"
"1887";"B"
"1888";"E"
"1889";"E"
"1890";"E"
"1891";"C"
"1892";"C"
"1893";"C"
"1894";"C"
"1895";"C"
"1896";"B"
"1897";"D"
"1898";"D"
"1899";"B"
"1900";"B"
"1901";"B"
"1902";"B"
"1903";"B"
"1904";"E"
"1905";"B"
"1906";"C"
"1907";"C"
"1908";"C"
"1909";"C"
"1910";"C"
"1911";"C"
"1912";"E"
"1913";"D"
"1914";"D"
"1915";"D"
"1916";"B"
"1917";"B"
"1918";"C"
"1919";"C"
"1920";"C"
"1921";"C"
"1922";"B"
"1923";"B"
"1924";"B"
"1925";"B"
"1926";"B"
"1927";"B"
"1928";"E"
"1929";"E"
"1930";"B"
"1931";"B"
"1932";"D"
"1933";"D"
"1934";"D"
"1935";"A"
"1936";"A"
"1937";"A"
"1938";"D"
"1939";"A"
"1940";"A"
"1941";"A"
"1942";"A"
"1943";"B"
"1944";"B"
"1945";"B"
"1946";"E"
"1947";"B"
"1948";"D"
"1949";"D"
"1950";"D"
"1951";"A"
"1952";"A"
"1953";"A"
"1954";"A"
"1955";"B"
"1956";"B"
"1957";"E"
"1958";"B"
"1959";"E"
"1960";"D"
"1961";"D"
"1962";"D"
"1963";"D"
"1964";"D"
"1965";"B"
"1966";"B"
"1967";"B"
"1968";"B"
"1969";"D"
"1970";"D"
"1971";"D"
"1972";"C"
"1973";"A"
"1974";"A"
"1975";"A"
"1976";"A"
"1977";"A"
"1978";"D"
"1979";"D"
"1980";"D"
"1981";"D"
"1982";"C"
"1983";"C"
"1984";"C"
"1985";"C"
"1986";"C"
"1987";"C"
"1988";"C"
"1989";"A"
"1990";"A"
"1991";"A"
"1992";"B"
"1993";"B"
"1994";"B"
"1995";"B"
"1996";"A"
"1997";"B"
"1998";"D"
"1999";"A"
"2000";"A"
"2001";"A"
"2002";"A"
"2003";"C"
"2004";"B"
"2005";"B"
"2006";"D"
"2007";"A"
"2008";"A"
"2009";"C"
"2010";"C"
"2011";"C"
"2012";"C"
"2013";"E"
"2014";"C"
"2015";"C"
"2016";"E"
"2017";"E"
"2018";"C"
"2019";"E"
"2020";"D"
"2021";"D"
"2022";"D"
"2023";"D"
"2024";"B"
"2025";"B"
"2026";"E"
"2027";"B"
"2028";"A"
"2029";"C"
"2030";"C"
"2031";"C"
"2032";"C"
"2033";"E"
"2034";"B"
"2035";"B"
"2036";"B"
"2037";"A"
"2038";"A"
"2039";"A"
"2040";"A"
"2041";"B"
"2042";"D"
"2043";"D"
"2044";"D"
"2045";"A"
"2046";"A"
"2047";"A"
"2048";"A"
"2049";"A"
"2050";"A"
"2051";"D"
"2052";"D"
"2053";"D"
"2054";"D"
"2055";"D"
"2056";"D"
"2057";"D"
"2058";"E"
"2059";"E"
"2060";"D"
"2061";"B"
"2062";"D"
"2063";"D"
"2064";"A"
"2065";"E"
"2066";"E"
"2067";"E"
"2068";"E"
"2069";"E"
"2070";"E"
"2071";"A"
"2072";"A"
"2073";"A"
"2074";"A"
"2075";"A"
"2076";"A"
"2077";"A"
"2078";"A"
"2079";"A"
"2080";"A"
"2081";"A"
"2082";"A"
"2083";"A"
"2084";"A"
"2085";"A"
"2086";"E"
"2087";"A"
"2088";"A"
"2089";"E"
"2090";"E"
"2091";"A"
"2092";"E"
"2093";"E"
"2094";"E"
"2095";"E"
"2096";"B"
"2097";"B"
"2098";"B"
"2099";"B"
"2100";"B"
"2101";"B"
"2102";"A"
"2103";"B"
"2104";"B"
"2105";"B"
"2106";"B"
"2107";"B"
"2108";"A"
"2109";"A"
"2110";"A"
"2111";"C"
"2112";"E"
"2113";"D"
"2114";"E"
"2115";"E"
"2116";"E"
"2117";"E"
"2118";"E"
"2119";"E"
"2120";"C"
"2121";"A"
"2122";"C"
"2123";"C"
"2124";"C"
"2125";"E"
"2126";"E"
"2127";"E"
"2128";"B"
"2129";"B"
"2130";"B"
"2131";"B"
"2132";"B"
"2133";"B"
"2134";"E"
"2135";"E"
"2136";"B"
"2137";"A"
"2138";"A"
"2139";"A"
"2140";"B"
"2141";"E"
"2142";"A"
"2143";"A"
"2144";"A"
"2145";"C"
"2146";"B"
"2147";"B"
"2148";"E"
"2149";"E"
"2150";"E"
"2151";"B"
"2152";"B"
"2153";"B"
"2154";"C"
"2155";"A"
"2156";"A"
"2157";"A"
"2158";"A"
"2159";"C"
"2160";"B"
"2161";"E"
"2162";"E"
"2163";"E"
"2164";"E"
"2165";"B"
"2166";"E"
"2167";"E"
"2168";"E"
"2169";"E"
"2170";"E"
"2171";"E"
"2172";"A"
"2173";"C"
"2174";"A"
"2175";"B"
"2176";"E"
"2177";"E"
"2178";"E"
"2179";"C"
"2180";"B"
"2181";"B"
"2182";"E"
"2183";"B"
"2184";"E"
"2185";"E"
"2186";"E"
"2187";"E"
"2188";"B"
"2189";"E"
"2190";"E"
"2191";"B"
"2192";"C"
"2193";"C"
"2194";"C"
"2195";"C"
"2196";"C"
"2197";"B"
"2198";"B"
"2199";"B"
"2200";"B"
"2201";"B"
"2202";"A"
"2203";"A"
"2204";"A"
"2205";"A"
"2206";"A"
"2207";"A"
"2208";"C"
"2209";"C"
"2210";"B"
"2211";"B"
"2212";"B"
"2213";"B"
"2214";"B"
"2215";"B"
"2216";"B"
"2217";"B"
"2218";"B"
"2219";"B"
"2220";"B"
"2221";"B"
"2222";"A"
"2223";"C"
"2224";"C"
"2225";"C"
"2226";"C"
"2227";"B"
"2228";"B"
"2229";"B"
"2230";"B"
"2231";"B"
"2232";"B"
"2233";"B"
"2234";"B"
"2235";"B"
"2236";"B"
"2237";"B"
"2238";"B"
"2239";"C"
"2240";"C"
"2241";"C"
"2242";"C"
"2243";"C"
"2244";"C"
"2245";"C"
"2246";"B"
"2247";"B"
"2248";"B"
"2249";"B"
"2250";"B"
"2251";"B"
"2252";"C"
"2253";"C"
"2254";"C"
"2255";"C"
"2256";"C"
"2257";"C"
"2258";"C"
"2259";"C"
"2260";"C"
"2261";"B"
"2262";"B"
"2263";"B"
"2264";"B"
"2265";"B"
"2266";"B"
"2267";"B"
"2268";"B"
"2269";"B"
"2270";"C"
"2271";"C"
"2272";"C"
"2273";"C"
"2274";"C"
"2275";"C"
"2276";"C"
"2277";"B"
"2278";"B"
"2279";"B"
"2280";"B"
"2281";"B"
"2282";"B"
"2283";"B"
"2284";"C"
"2285";"C"
"2286";"B"
"2287";"C"
"2288";"B"
"2289";"B"
"2290";"C"
"2291";"C"
"2292";"B"
"2293";"B"
"2294";"B"
"2295";"B"
"2296";"B"
"2297";"B"
"2298";"B"
"2299";"B"
"2300";"B"
"2301";"B"
"2302";"B"
"2303";"B"
"2304";"B"
"2305";"B"
"2306";"B"
"2307";"A"
"2308";"C"
"2309";"C"
"2310";"C"
"2311";"C"
"2312";"C"
"2313";"E"
"2314";"E"
"2315";"B"
"2316";"B"
"2317";"E"
"2318";"B"
"2319";"B"
"2320";"B"
"2321";"B"
"2322";"B"
"2323";"B"
"2324";"B"
"2325";"B"
"2326";"B"
"2327";"B"
"2328";"B"
"2329";"B"
"2330";"A"
"2331";"A"
"2332";"C"
"2333";"E"
"2334";"E"
"2335";"C"
"2336";"B"
"2337";"B"
"2338";"B"
"2339";"B"
"2340";"B"
"2341";"B"
"2342";"B"
"2343";"E"
"2344";"B"
"2345";"B"
"2346";"B"
"2347";"B"
"2348";"B"
"2349";"B"
"2350";"B"
"2351";"B"
"2352";"B"
"2353";"B"
"2354";"B"
"2355";"B"
"2356";"B"
"2357";"A"
"2358";"C"
"2359";"C"
"2360";"B"
"2361";"B"
"2362";"B"
"2363";"B"
"2364";"B"
"2365";"B"
"2366";"B"
"2367";"B"
"2368";"B"
"2369";"B"
"2370";"B"
"2371";"B"
"2372";"B"
"2373";"B"
"2374";"B"
"2375";"B"
"2376";"B"
"2377";"B"
"2378";"B"
"2379";"D"
"2380";"D"
"2381";"D"
"2382";"D"
"2383";"D"
"2384";"D"
"2385";"D"
"2386";"C"
"2387";"A"
"2388";"A"
"2389";"A"
"2390";"C"
"2391";"C"
"2392";"A"
"2393";"A"
"2394";"A"
"2395";"D"
"2396";"E"
"2397";"D"
"2398";"D"
"2399";"D"
"2400";"D"
"2401";"D"
"2402";"D"
"2403";"D"
"2404";"D"
"2405";"A"
"2406";"A"
"2407";"D"
"2408";"D"
"2409";"D"
"2410";"D"
"2411";"D"
"2412";"D"
"2413";"D"
"2414";"D"
"2415";"A"
"2416";"D"
"2417";"D"
"2418";"D"
"2419";"A"
"2420";"D"
"2421";"A"
"2422";"A"
"2423";"D"
"2424";"B"
"2425";"B"
"2426";"B"
"2427";"B"
"2428";"B"
"2429";"B"
"2430";"B"
"2431";"B"
"2432";"B"
"2433";"D"
"2434";"D"
"2435";"D"
"2436";"D"
"2437";"D"
"2438";"B"
"2439";"D"
"2440";"D"
"2441";"B"
"2442";"B"
"2443";"B"
"2444";"B"
"2445";"B"
"2446";"B"
"2447";"B"
"2448";"B"
"2449";"B"
"2450";"B"
"2451";"D"
"2452";"D"
"2453";"D"
"2454";"D"
"2455";"B"
"2456";"D"
"2457";"B"
"2458";"B"
"2459";"B"
"2460";"B"
"2461";"B"
"2462";"B"
"2463";"B"
"2464";"D"
"2465";"D"
"2466";"D"
"2467";"B"
"2468";"D"
"2469";"D"
"2470";"B"
"2471";"B"
"2472";"B"
"2473";"B"
"2474";"B"
"2475";"B"
"2476";"B"
"2477";"B"
"2478";"B"
"2479";"B"
"2480";"B"
"2481";"B"
"2482";"B"
"2483";"B"
"2484";"B"
"2485";"B"
"2486";"B"
"2487";"B"
"2488";"B"
"2489";"B"
"2490";"B"
"2491";"B"
"2492";"B"
"2493";"B"
"2494";"D"
"2495";"D"
"2496";"B"
"2497";"B"
"2498";"B"
"2499";"B"
"2500";"B"
"2501";"B"
"2502";"D"
"2503";"D"
"2504";"B"
"2505";"D"
"2506";"B"
"2507";"B"
"2508";"B"
"2509";"B"
"2510";"B"
"2511";"B"
"2512";"B"
"2513";"B"
"2514";"B"
"2515";"B"
"2516";"B"
"2517";"B"
"2518";"D"
"2519";"B"
"2520";"B"
"2521";"B"
"2522";"B"
"2523";"B"
"2524";"B"
"2525";"B"
"2526";"B"
"2527";"B"
"2528";"B"
"2529";"B"
"2530";"B"
"2531";"B"
"2532";"B"
"2533";"B"
"2534";"B"
"2535";"B"
"2536";"B"
"2537";"B"
"2538";"A"
"2539";"C"
"2540";"C"
"2541";"C"
"2542";"C"
"2543";"C"
"2544";"B"
"2545";"E"
"2546";"B"
"2547";"B"
"2548";"B"
"2549";"B"
"2550";"B"
"2551";"B"
"2552";"B"
"2553";"B"
"2554";"B"
"2555";"B"
"2556";"B"
"2557";"B"
"2558";"B"
"2559";"D"
"2560";"D"
"2561";"B"
"2562";"B"
"2563";"D"
"2564";"D"
"2565";"D"
"2566";"C"
"2567";"D"
"2568";"C"
"2569";"C"
"2570";"B"
"2571";"B"
"2572";"B"
"2573";"B"
"2574";"B"
"2575";"B"
"2576";"B"
"2577";"B"
"2578";"B"
"2579";"B"
"2580";"B"
"2581";"B"
"2582";"B"
"2583";"B"
"2584";"D"
"2585";"D"
"2586";"D"
"2587";"D"
"2588";"A"
"2589";"C"
"2590";"D"
"2591";"D"
"2592";"D"
"2593";"D"
"2594";"D"
"2595";"D"
"2596";"C"
"2597";"A"
"2598";"A"
"2599";"A"
"2600";"A"
"2601";"A"
"2602";"A"
"2603";"C"
"2604";"C"
"2605";"C"
"2606";"B"
"2607";"D"
"2608";"B"
"2609";"B"
"2610";"A"
"2611";"A"
"2612";"A"
"2613";"D"
"2614";"A"
"2615";"A"
"2616";"B"
"2617";"B"
"2618";"D"
"2619";"B"
"2620";"B"
"2621";"B"
"2622";"B"
"2623";"B"
"2624";"B"
"2625";"B"
"2626";"D"
"2627";"D"
"2628";"D"
"2629";"B"
"2630";"B"
"2631";"B"
"2632";"B"
"2633";"B"
"2634";"B"
"2635";"B"
"2636";"B"
"2637";"B"
"2638";"B"
"2639";"B"
"2640";"B"
"2641";"B"
"2642";"B"
"2643";"B"
"2644";"B"
"2645";"D"
"2646";"D"
"2647";"D"
"2648";"D"
"2649";"D"
"2650";"A"
"2651";"A"
"2652";"A"
"2653";"A"
"2654";"E"
"2655";"E"
"2656";"E"
"2657";"E"
"2658";"E"
"2659";"E"
"2660";"B"
"2661";"B"
"2662";"A"
"2663";"A"
"2664";"A"
"2665";"A"
"2666";"C"
"2667";"C"
"2668";"E"
"2669";"E"
"2670";"E"
"2671";"B"
"2672";"E"
"2673";"E"
"2674";"E"
"2675";"E"
"2676";"B"
"2677";"A"
"2678";"A"
"2679";"A"
"2680";"A"
"2681";"A"
"2682";"A"
"2683";"A"
"2684";"C"
"2685";"A"
"2686";"A"
"2687";"A"
"2688";"A"
"2689";"A"
"2690";"A"
"2691";"A"
"2692";"A"
"2693";"A"
"2694";"B"
"2695";"B"
"2696";"B"
"2697";"B"
"2698";"B"
"2699";"B"
"2700";"B"
"2701";"B"
"2702";"A"
"2703";"B"
"2704";"B"
"2705";"B"
"2706";"B"
"2707";"B"
"2708";"B"
"2709";"B"
"2710";"B"
"2711";"B"
"2712";"B"
"2713";"B"
"2714";"B"
"2715";"B"
"2716";"E"
"2717";"D"
"2718";"A"
"2719";"C"
"2720";"C"
"2721";"C"
"2722";"C"
"2723";"C"
"2724";"C"
"2725";"C"
"2726";"E"
"2727";"E"
"2728";"E"
"2729";"C"
"2730";"B"
"2731";"B"
"2732";"B"
"2733";"B"
"2734";"B"
"2735";"A"
"2736";"B"
"2737";"A"
"2738";"B"
"2739";"B"
"2740";"B"
"2741";"C"
"2742";"B"
"2743";"B"
"2744";"E"
"2745";"E"
"2746";"B"
"2747";"B"
"2748";"B"
"2749";"B"
"2750";"D"
"2751";"D"
"2752";"E"
"2753";"C"
"2754";"D"
"2755";"E"
"2756";"E"
"2757";"C"
"2758";"A"
"2759";"A"
"2760";"A"
"2761";"C"
"2762";"C"
"2763";"C"
"2764";"D"
"2765";"D"
"2766";"A"
"2767";"D"
"2768";"D"
"2769";"D"
"2770";"C"
"2771";"D"
"2772";"E"
"2773";"E"
"2774";"B"
"2775";"E"
"2776";"B"
"2777";"B"
"2778";"B"
"2779";"C"
"2780";"D"
"2781";"B"
"2782";"D"
"2783";"E"
"2784";"E"
"2785";"D"
"2786";"B"
"2787";"B"
"2788";"E"
"2789";"E"
"2790";"B"
"2791";"E"
"2792";"A"
"2793";"A"
"2794";"A"
"2795";"C"
"2796";"A"
"2797";"C"
"2798";"B"
"2799";"B"
"2800";"B"
"2801";"B"
"2802";"B"
"2803";"B"
"2804";"B"
"2805";"B"
"2806";"B"
"2807";"C"
"2808";"A"
"2809";"A"
"2810";"A"
"2811";"A"
"2812";"A"
"2813";"B"
"2814";"B"
"2815";"C"
"2816";"D"
"2817";"D"
"2818";"E"
"2819";"E"
"2820";"E"
"2821";"B"
"2822";"B"
"2823";"B"
"2824";"B"
"2825";"E"
"2826";"B"
"2827";"C"
"2828";"C"
"2829";"C"
"2830";"C"
"2831";"C"
"2832";"E"
"2833";"E"
"2834";"B"
"2835";"E"
"2836";"B"
"2837";"B"
"2838";"B"
"2839";"B"
"2840";"B"
"2841";"E"
"2842";"E"
"2843";"C"
"2844";"C"
"2845";"C"
"2846";"D"
"2847";"D"
"2848";"D"
"2849";"C"
"2850";"C"
"2851";"C"
"2852";"D"
"2853";"C"
"2854";"D"
"2855";"C"
"2856";"C"
"2857";"C"
"2858";"D"
"2859";"D"
"2860";"D"
"2861";"D"
"2862";"D"
"2863";"D"
"2864";"D"
"2865";"D"
"2866";"C"
"2867";"D"
"2868";"C"
"2869";"C"
"2870";"C"
"2871";"D"
"2872";"D"
"2873";"D"
"2874";"D"
"2875";"D"
"2876";"D"
"2877";"C"
"2878";"C"
"2879";"D"
"2880";"D"
"2881";"D"
"2882";"D"
"2883";"C"
"2884";"D"
"2885";"D"
"2886";"D"
"2887";"D"
"2888";"D"
"2889";"D"
"2890";"D"
"2891";"D"
"2892";"D"
"2893";"D"
"2894";"D"
"2895";"D"
"2896";"D"
"2897";"C"
"2898";"C"
"2899";"C"
"2900";"D"
"2901";"D"
"2902";"D"
"2903";"D"
"2904";"D"
"2905";"D"
"2906";"C"
"2907";"C"
"2908";"C"
"2909";"C"
"2910";"D"
"2911";"C"
"2912";"C"
"2913";"C"
"2914";"C"
"2915";"C"
"2916";"C"
"2917";"C"
"2918";"C"
"2919";"C"
"2920";"C"
"2921";"C"
"2922";"C"
"2923";"C"
"2924";"C"
"2925";"C"
"2926";"C"
"2927";"C"
"2928";"C"
"2929";"C"
"2930";"C"
"2931";"C"
"2932";"C"
"2933";"C"
"2934";"C"
"2935";"C"
"2936";"C"
"2937";"C"
"2938";"C"
"2939";"C"
"2940";"C"
"2941";"C"
"2942";"C"
"2943";"C"
"2944";"C"
"2945";"C"
"2946";"C"
"2947";"C"
"2948";"C"
"2949";"C"
"2950";"C"
"2951";"C"
"2952";"C"
"2953";"C"
"2954";"C"
"2955";"C"
"2956";"C"
"2957";"C"
"2958";"C"
"2959";"C"
"2960";"C"
"2961";"C"
"2962";"C"
"2963";"C"
"2964";"C"
"2965";"C"
"2966";"C"
"2967";"C"
"2968";"C"
"2969";"C"
"2970";"A"
"2971";"C"
"2972";"E"
"2973";"C"
"2974";"C"
"2975";"C"
"2976";"C"
"2977";"C"
"2978";"C"
"2979";"C"
"2980";"C"
"2981";"C"
"2982";"C"
"2983";"A"
"2984";"C"
"2985";"C"
"2986";"C"
"2987";"C"
"2988";"C"
"2989";"C"
"2990";"A"
"2991";"A"
"2992";"A"
"2993";"C"
"2994";"C"
"2995";"C"
"2996";"C"
"2997";"C"
"2998";"D"
"2999";"C"
"3000";"D"
"3001";"C"
"3002";"C"
"3003";"C"
"3004";"C"
"3005";"A"
"3006";"A"
"3007";"C"
"3008";"C"
"3009";"C"
"3010";"C"
"3011";"C"
"3012";"C"
"3013";"C"
"3014";"D"
"3015";"E"
"3016";"E"
"3017";"E"
"3018";"C"
"3019";"C"
"3020";"C"
"3021";"C"
"3022";"C"
"3023";"C"
"3024";"C"
"3025";"C"
"3026";"E"
"3027";"E"
"3028";"C"
"3029";"A"
"3030";"A"
"3031";"A"
"3032";"A"
"3033";"A"
"3034";"A"
"3035";"A"
"3036";"A"
"3037";"A"
"3038";"A"
"3039";"C"
"3040";"C"
"3041";"A"
"3042";"C"
"3043";"C"
"3044";"C"
"3045";"C"
"3046";"C"
"3047";"C"
"3048";"C"
"3049";"C"
"3050";"C"
"3051";"C"
"3052";"C"
"3053";"C"
"3054";"C"
"3055";"C"
"3056";"C"
"3057";"C"
"3058";"C"
"3059";"C"
"3060";"C"
"3061";"C"
"3062";"C"
"3063";"C"
"3064";"C"
"3065";"C"
"3066";"D"
"3067";"A"
"3068";"B"
"3069";"C"
"3070";"C"
"3071";"C"
"3072";"C"
"3073";"C"
"3074";"C"
"3075";"C"
"3076";"A"
"3077";"C"
"3078";"C"
"3079";"C"
"3080";"C"
"3081";"C"
"3082";"C"
"3083";"C"
"3084";"C"
"3085";"A"
"3086";"A"
"3087";"A"
"3088";"A"
"3089";"C"
"3090";"C"
"3091";"C"
"3092";"C"
"3093";"C"
"3094";"C"
"3095";"C"
"3096";"C"
"3097";"C"
"3098";"C"
"3099";"A"
"3100";"A"
"3101";"A"
"3102";"A"
"3103";"A"
"3104";"A"
"3105";"A"
"3106";"A"
"3107";"A"
"3108";"A"
"3109";"A"
"3110";"A"
"3111";"A"
"3112";"C"
"3113";"A"
"3114";"A"
"3115";"A"
"3116";"A"
"3117";"A"
"3118";"A"
"3119";"A"
"3120";"C"
"3121";"C"
"3122";"C"
"3123";"C"
"3124";"C"
"3125";"C"
"3126";"C"
"3127";"C"
"3128";"C"
"3129";"C"
"3130";"A"
"3131";"C"
"3132";"C"
"3133";"A"
"3134";"A"
"3135";"A"
"3136";"A"
"3137";"C"
"3138";"C"
"3139";"C"
"3140";"C"
"3141";"C"
"3142";"C"
"3143";"C"
"3144";"C"
"3145";"C"
"3146";"C"
"3147";"C"
"3148";"C"
"3149";"C"
"3150";"C"
"3151";"C"
"3152";"C"
"3153";"C"
"3154";"C"
"3155";"C"
"3156";"C"
"3157";"C"
"3158";"C"
"3159";"C"
"3160";"C"
"3161";"C"
"3162";"C"
"3163";"C"
"3164";"C"
"3165";"C"
"3166";"C"
"3167";"A"
"3168";"A"
"3169";"A"
"3170";"C"
"3171";"D"
"3172";"C"
"3173";"A"
"3174";"C"
"3175";"C"
"3176";"C"
"3177";"C"
"3178";"C"
"3179";"C"
"3180";"C"
"3181";"A"
"3182";"A"
"3183";"C"
"3184";"C"
"3185";"E"
"3186";"E"
"3187";"E"
"3188";"E"
"3189";"B"
"3190";"A"
"3191";"A"
"3192";"A"
"3193";"A"
"3194";"A"
"3195";"A"
"3196";"C"
"3197";"C"
"3198";"C"
"3199";"C"
"3200";"C"
"3201";"C"
"3202";"E"
"3203";"C"
"3204";"C"
"3205";"C"
"3206";"A"
"3207";"A"
"3208";"C"
"3209";"C"
"3210";"C"
"3211";"C"
"3212";"C"
"3213";"C"
"3214";"A"
"3215";"C"
"3216";"C"
"3217";"A"
"3218";"A"
"3219";"A"
"3220";"A"
"3221";"A"
"3222";"A"
"3223";"A"
"3224";"A"
"3225";"A"
"3226";"A"
"3227";"A"
"3228";"A"
"3229";"A"
"3230";"A"
"3231";"A"
"3232";"A"
"3233";"A"
"3234";"C"
"3235";"C"
"3236";"C"
"3237";"A"
"3238";"A"
"3239";"A"
"3240";"A"
"3241";"A"
"3242";"A"
"3243";"A"
"3244";"A"
"3245";"A"
"3246";"A"
"3247";"A"
"3248";"A"
"3249";"A"
"3250";"A"
"3251";"A"
"3252";"A"
"3253";"A"
"3254";"A"
"3255";"A"
"3256";"A"
"3257";"A"
"3258";"A"
"3259";"A"
"3260";"A"
"3261";"A"
"3262";"A"
"3263";"A"
"3264";"A"
"3265";"A"
"3266";"C"
"3267";"A"
"3268";"A"
"3269";"A"
"3270";"A"
"3271";"A"
"3272";"A"
"3273";"A"
"3274";"A"
"3275";"A"
"3276";"C"
"3277";"A"
"3278";"A"
"3279";"A"
"3280";"A"
"3281";"A"
"3282";"A"
"3283";"A"
"3284";"A"
"3285";"A"
"3286";"A"
"3287";"A"
"3288";"A"
"3289";"A"
"3290";"A"
"3291";"A"
"3292";"A"
"3293";"A"
"3294";"A"
"3295";"A"
"3296";"A"
"3297";"A"
"3298";"C"
"3299";"A"
"3300";"A"
"3301";"A"
"3302";"A"
"3303";"A"
"3304";"A"
"3305";"A"
"3306";"A"
"3307";"A"
"3308";"A"
"3309";"A"
"3310";"A"
"3311";"A"
"3312";"C"
"3313";"C"
"3314";"A"
"3315";"A"
"3316";"A"
"3317";"A"
"3318";"A"
"3319";"D"
"3320";"D"
"3321";"A"
"3322";"A"
"3323";"A"
"3324";"E"
"3325";"A"
"3326";"A"
"3327";"A"
"3328";"A"
"3329";"A"
"3330";"C"
"3331";"C"
"3332";"C"
"3333";"C"
"3334";"C"
"3335";"C"
"3336";"C"
"3337";"E"
"3338";"E"
"3339";"E"
"3340";"B"
"3341";"B"
"3342";"B"
"3343";"B"
"3344";"B"
"3345";"B"
"3346";"B"
"3347";"A"
"3348";"A"
"3349";"A"
"3350";"A"
"3351";"A"
"3352";"A"
"3353";"C"
"3354";"C"
"3355";"C"
"3356";"C"
"3357";"C"
"3358";"C"
"3359";"C"
"3360";"C"
"3361";"C"
"3362";"B"
"3363";"B"
"3364";"B"
"3365";"B"
"3366";"B"
"3367";"B"
"3368";"B"
"3369";"B"
"3370";"B"
"3371";"C"
"3372";"A"
"3373";"A"
"3374";"C"
"3375";"E"
"3376";"B"
"3377";"B"
"3378";"B"
"3379";"B"
"3380";"B"
"3381";"B"
"3382";"B"
"3383";"B"
"3384";"B"
"3385";"B"
"3386";"C"
"3387";"B"
"3388";"B"
"3389";"C"
"3390";"C"
"3391";"C"
"3392";"C"
"3393";"C"
"3394";"C"
"3395";"C"
"3396";"C"
"3397";"C"
"3398";"C"
"3399";"C"
"3400";"C"
"3401";"A"
"3402";"A"
"3403";"A"
"3404";"A"
"3405";"A"
"3406";"A"
"3407";"A"
"3408";"C"
"3409";"C"
"3410";"A"
"3411";"A"
"3412";"A"
"3413";"A"
"3414";"C"
"3415";"A"
"3416";"A"
"3417";"A"
"3418";"A"
"3419";"A"
"3420";"C"
"3421";"C"
"3422";"C"
"3423";"C"
"3424";"C"
"3425";"C"
"3426";"C"
"3427";"C"
"3428";"C"
"3429";"C"
"3430";"C"
"3431";"C"
"3432";"C"
"3433";"C"
"3434";"C"
"3435";"C"
"3436";"C"
"3437";"C"
"3438";"C"
"3439";"C"
"3440";"C"
"3441";"A"
"3442";"C"
"3443";"A"
"3444";"A"
"3445";"A"
"3446";"A"
"3447";"A"
"3448";"C"
"3449";"C"
"3450";"C"
"3451";"C"
"3452";"C"
"3453";"C"
"3454";"C"
"3455";"C"
"3456";"C"
"3457";"C"
"3458";"C"
"3459";"C"
"3460";"C"
"3461";"C"
"3462";"A"
"3463";"C"
"3464";"C"
"3465";"C"
"3466";"C"
"3467";"C"
"3468";"C"
"3469";"C"
"3470";"C"
"3471";"C"
"3472";"C"
"3473";"C"
"3474";"C"
"3475";"C"
"3476";"A"
"3477";"A"
"3478";"A"
"3479";"C"
"3480";"C"
"3481";"C"
"3482";"C"
"3483";"C"
"3484";"C"
"3485";"C"
"3486";"C"
"3487";"C"
"3488";"C"
"3489";"E"
"3490";"C"
"3491";"C"
"3492";"C"
"3493";"C"
"3494";"A"
"3495";"A"
"3496";"A"
"3497";"A"
"3498";"A"
"3499";"A"
"3500";"A"
"3501";"A"
"3502";"A"
"3503";"C"
"3504";"C"
"3505";"C"
"3506";"C"
"3507";"C"
"3508";"C"
"3509";"C"
"3510";"C"
"3511";"C"
"3512";"C"
"3513";"C"
"3514";"C"
"3515";"C"
"3516";"C"
"3517";"C"
"3518";"C"
"3519";"C"
"3520";"C"
"3521";"C"
"3522";"C"
"3523";"C"
"3524";"C"
"3525";"A"
"3526";"C"
"3527";"C"
"3528";"C"
"3529";"C"
"3530";"C"
"3531";"C"
"3532";"C"
"3533";"C"
"3534";"C"
"3535";"C"
"3536";"C"
"3537";"C"
"3538";"C"
"3539";"C"
"3540";"C"
"3541";"C"
"3542";"C"
"3543";"C"
"3544";"C"
"3545";"A"
"3546";"C"
"3547";"C"
"3548";"C"
"3549";"C"
"3550";"C"
"3551";"C"
"3552";"C"
"3553";"C"
"3554";"C"
"3555";"C"
"3556";"C"
"3557";"C"
"3558";"C"
"3559";"C"
"3560";"C"
"3561";"C"
"3562";"A"
"3563";"A"
"3564";"A"
"3565";"C"
"3566";"A"
"3567";"A"
"3568";"A"
"3569";"A"
"3570";"A"
"3571";"C"
"3572";"C"
"3573";"C"
"3574";"A"
"3575";"C"
"3576";"C"
"3577";"C"
"3578";"C"
"3579";"C"
"3580";"D"
"3581";"C"
"3582";"E"
"3583";"C"
"3584";"C"
"3585";"B"
"3586";"B"
"3587";"B"
"3588";"B"
"3589";"B"
"3590";"C"
"3591";"C"
"3592";"C"
"3593";"C"
"3594";"C"
"3595";"C"
"3596";"B"
"3597";"B"
"3598";"B"
"3599";"B"
"3600";"B"
"3601";"B"
"3602";"B"
"3603";"C"
"3604";"C"
"3605";"C"
"3606";"C"
"3607";"C"
"3608";"C"
"3609";"C"
"3610";"C"
"3611";"C"
"3612";"C"
"3613";"C"
"3614";"C"
"3615";"C"
"3616";"C"
"3617";"C"
"3618";"C"
"3619";"C"
"3620";"E"
"3621";"E"
"3622";"C"
