"";"x"
"1874";"A"
"1875";"C"
"1876";"D"
"1877";"D"
"1878";"B"
"1879";"B"
"1880";"B"
"1881";"B"
"1882";"B"
"1883";"B"
"1884";"B"
"1885";"B"
"1886";"B"
"1887";"D"
"1888";"D"
"1889";"E"
"1890";"E"
"1891";"A"
"1892";"A"
"1893";"A"
"1894";"A"
"1895";"A"
"1896";"D"
"1897";"D"
"1898";"D"
"1899";"B"
"1900";"B"
"1901";"B"
"1902";"B"
"1903";"D"
"1904";"D"
"1905";"E"
"1906";"A"
"1907";"A"
"1908";"A"
"1909";"A"
"1910";"A"
"1911";"A"
"1912";"B"
"1913";"D"
"1914";"E"
"1915";"E"
"1916";"E"
"1917";"A"
"1918";"A"
"1919";"A"
"1920";"A"
"1921";"A"
"1922";"B"
"1923";"B"
"1924";"B"
"1925";"B"
"1926";"B"
"1927";"B"
"1928";"B"
"1929";"E"
"1930";"E"
"1931";"E"
"1932";"E"
"1933";"D"
"1934";"E"
"1935";"E"
"1936";"E"
"1937";"E"
"1938";"E"
"1939";"A"
"1940";"A"
"1941";"A"
"1942";"A"
"1943";"B"
"1944";"B"
"1945";"B"
"1946";"B"
"1947";"B"
"1948";"B"
"1949";"B"
"1950";"E"
"1951";"E"
"1952";"C"
"1953";"A"
"1954";"B"
"1955";"B"
"1956";"B"
"1957";"B"
"1958";"B"
"1959";"B"
"1960";"B"
"1961";"B"
"1962";"E"
"1963";"E"
"1964";"E"
"1965";"B"
"1966";"B"
"1967";"B"
"1968";"E"
"1969";"E"
"1970";"E"
"1971";"E"
"1972";"E"
"1973";"A"
"1974";"A"
"1975";"A"
"1976";"A"
"1977";"A"
"1978";"E"
"1979";"E"
"1980";"E"
"1981";"D"
"1982";"C"
"1983";"C"
"1984";"C"
"1985";"C"
"1986";"A"
"1987";"A"
"1988";"A"
"1989";"A"
"1990";"A"
"1991";"B"
"1992";"B"
"1993";"B"
"1994";"B"
"1995";"B"
"1996";"B"
"1997";"B"
"1998";"E"
"1999";"C"
"2000";"C"
"2001";"A"
"2002";"C"
"2003";"C"
"2004";"B"
"2005";"B"
"2006";"E"
"2007";"A"
"2008";"C"
"2009";"C"
"2010";"C"
"2011";"C"
"2012";"B"
"2013";"B"
"2014";"B"
"2015";"C"
"2016";"C"
"2017";"C"
"2018";"B"
"2019";"B"
"2020";"B"
"2021";"B"
"2022";"B"
"2023";"B"
"2024";"B"
"2025";"B"
"2026";"B"
"2027";"B"
"2028";"C"
"2029";"C"
"2030";"C"
"2031";"C"
"2032";"C"
"2033";"B"
"2034";"B"
"2035";"B"
"2036";"B"
"2037";"B"
"2038";"B"
"2039";"B"
"2040";"B"
"2041";"B"
"2042";"E"
"2043";"E"
"2044";"E"
"2045";"E"
"2046";"B"
"2047";"B"
"2048";"B"
"2049";"B"
"2050";"B"
"2051";"E"
"2052";"E"
"2053";"E"
"2054";"B"
"2055";"B"
"2056";"B"
"2057";"B"
"2058";"B"
"2059";"B"
"2060";"B"
"2061";"E"
"2062";"E"
"2063";"E"
"2064";"E"
"2065";"A"
"2066";"A"
"2067";"A"
"2068";"A"
"2069";"A"
"2070";"A"
"2071";"A"
"2072";"A"
"2073";"A"
"2074";"A"
"2075";"A"
"2076";"A"
"2077";"A"
"2078";"A"
"2079";"A"
"2080";"A"
"2081";"A"
"2082";"A"
"2083";"A"
"2084";"A"
"2085";"C"
"2086";"D"
"2087";"D"
"2088";"D"
"2089";"A"
"2090";"E"
"2091";"A"
"2092";"E"
"2093";"A"
"2094";"A"
"2095";"A"
"2096";"B"
"2097";"B"
"2098";"B"
"2099";"B"
"2100";"B"
"2101";"B"
"2102";"A"
"2103";"A"
"2104";"B"
"2105";"B"
"2106";"B"
"2107";"A"
"2108";"A"
"2109";"A"
"2110";"A"
"2111";"A"
"2112";"A"
"2113";"E"
"2114";"E"
"2115";"B"
"2116";"B"
"2117";"B"
"2118";"B"
"2119";"B"
"2120";"A"
"2121";"A"
"2122";"A"
"2123";"C"
"2124";"C"
"2125";"C"
"2126";"E"
"2127";"B"
"2128";"B"
"2129";"B"
"2130";"B"
"2131";"B"
"2132";"B"
"2133";"B"
"2134";"B"
"2135";"E"
"2136";"A"
"2137";"A"
"2138";"A"
"2139";"A"
"2140";"E"
"2141";"E"
"2142";"A"
"2143";"A"
"2144";"A"
"2145";"A"
"2146";"E"
"2147";"E"
"2148";"E"
"2149";"E"
"2150";"B"
"2151";"B"
"2152";"E"
"2153";"E"
"2154";"D"
"2155";"A"
"2156";"A"
"2157";"A"
"2158";"A"
"2159";"C"
"2160";"D"
"2161";"E"
"2162";"E"
"2163";"E"
"2164";"B"
"2165";"B"
"2166";"B"
"2167";"B"
"2168";"E"
"2169";"B"
"2170";"E"
"2171";"A"
"2172";"A"
"2173";"A"
"2174";"A"
"2175";"E"
"2176";"E"
"2177";"E"
"2178";"E"
"2179";"A"
"2180";"E"
"2181";"E"
"2182";"E"
"2183";"B"
"2184";"B"
"2185";"B"
"2186";"B"
"2187";"B"
"2188";"B"
"2189";"E"
"2190";"E"
"2191";"D"
"2192";"D"
"2193";"D"
"2194";"D"
"2195";"D"
"2196";"D"
"2197";"D"
"2198";"D"
"2199";"B"
"2200";"B"
"2201";"A"
"2202";"A"
"2203";"A"
"2204";"A"
"2205";"A"
"2206";"A"
"2207";"A"
"2208";"A"
"2209";"A"
"2210";"E"
"2211";"E"
"2212";"B"
"2213";"B"
"2214";"B"
"2215";"B"
"2216";"E"
"2217";"D"
"2218";"D"
"2219";"D"
"2220";"E"
"2221";"D"
"2222";"A"
"2223";"A"
"2224";"A"
"2225";"A"
"2226";"A"
"2227";"E"
"2228";"E"
"2229";"E"
"2230";"B"
"2231";"B"
"2232";"B"
"2233";"B"
"2234";"D"
"2235";"D"
"2236";"D"
"2237";"D"
"2238";"D"
"2239";"A"
"2240";"C"
"2241";"C"
"2242";"A"
"2243";"A"
"2244";"A"
"2245";"A"
"2246";"B"
"2247";"B"
"2248";"B"
"2249";"D"
"2250";"D"
"2251";"D"
"2252";"B"
"2253";"A"
"2254";"A"
"2255";"A"
"2256";"A"
"2257";"C"
"2258";"C"
"2259";"C"
"2260";"C"
"2261";"E"
"2262";"A"
"2263";"A"
"2264";"B"
"2265";"B"
"2266";"B"
"2267";"B"
"2268";"B"
"2269";"B"
"2270";"A"
"2271";"A"
"2272";"C"
"2273";"C"
"2274";"C"
"2275";"C"
"2276";"E"
"2277";"E"
"2278";"E"
"2279";"E"
"2280";"B"
"2281";"B"
"2282";"B"
"2283";"B"
"2284";"B"
"2285";"A"
"2286";"A"
"2287";"A"
"2288";"A"
"2289";"A"
"2290";"A"
"2291";"E"
"2292";"E"
"2293";"E"
"2294";"B"
"2295";"B"
"2296";"B"
"2297";"B"
"2298";"B"
"2299";"B"
"2300";"B"
"2301";"B"
"2302";"B"
"2303";"B"
"2304";"B"
"2305";"B"
"2306";"B"
"2307";"A"
"2308";"A"
"2309";"C"
"2310";"C"
"2311";"C"
"2312";"A"
"2313";"B"
"2314";"B"
"2315";"B"
"2316";"A"
"2317";"E"
"2318";"E"
"2319";"E"
"2320";"B"
"2321";"B"
"2322";"B"
"2323";"B"
"2324";"B"
"2325";"B"
"2326";"B"
"2327";"B"
"2328";"B"
"2329";"B"
"2330";"B"
"2331";"A"
"2332";"A"
"2333";"D"
"2334";"D"
"2335";"A"
"2336";"A"
"2337";"A"
"2338";"A"
"2339";"A"
"2340";"A"
"2341";"A"
"2342";"A"
"2343";"E"
"2344";"B"
"2345";"B"
"2346";"B"
"2347";"B"
"2348";"B"
"2349";"B"
"2350";"B"
"2351";"B"
"2352";"B"
"2353";"B"
"2354";"B"
"2355";"B"
"2356";"B"
"2357";"A"
"2358";"C"
"2359";"C"
"2360";"E"
"2361";"E"
"2362";"E"
"2363";"E"
"2364";"B"
"2365";"B"
"2366";"B"
"2367";"B"
"2368";"B"
"2369";"B"
"2370";"B"
"2371";"B"
"2372";"B"
"2373";"B"
"2374";"B"
"2375";"B"
"2376";"B"
"2377";"B"
"2378";"B"
"2379";"D"
"2380";"D"
"2381";"D"
"2382";"D"
"2383";"D"
"2384";"D"
"2385";"D"
"2386";"D"
"2387";"A"
"2388";"A"
"2389";"A"
"2390";"A"
"2391";"A"
"2392";"A"
"2393";"A"
"2394";"A"
"2395";"E"
"2396";"E"
"2397";"D"
"2398";"D"
"2399";"E"
"2400";"E"
"2401";"E"
"2402";"E"
"2403";"E"
"2404";"E"
"2405";"A"
"2406";"B"
"2407";"B"
"2408";"D"
"2409";"D"
"2410";"D"
"2411";"D"
"2412";"D"
"2413";"E"
"2414";"E"
"2415";"A"
"2416";"E"
"2417";"E"
"2418";"E"
"2419";"D"
"2420";"B"
"2421";"A"
"2422";"B"
"2423";"B"
"2424";"B"
"2425";"B"
"2426";"B"
"2427";"B"
"2428";"B"
"2429";"B"
"2430";"D"
"2431";"D"
"2432";"D"
"2433";"B"
"2434";"E"
"2435";"E"
"2436";"E"
"2437";"E"
"2438";"E"
"2439";"E"
"2440";"E"
"2441";"A"
"2442";"A"
"2443";"A"
"2444";"A"
"2445";"B"
"2446";"B"
"2447";"B"
"2448";"B"
"2449";"B"
"2450";"D"
"2451";"D"
"2452";"E"
"2453";"E"
"2454";"E"
"2455";"E"
"2456";"E"
"2457";"B"
"2458";"B"
"2459";"B"
"2460";"B"
"2461";"B"
"2462";"B"
"2463";"B"
"2464";"B"
"2465";"B"
"2466";"E"
"2467";"E"
"2468";"E"
"2469";"B"
"2470";"E"
"2471";"B"
"2472";"A"
"2473";"A"
"2474";"A"
"2475";"A"
"2476";"A"
"2477";"A"
"2478";"A"
"2479";"A"
"2480";"B"
"2481";"B"
"2482";"B"
"2483";"B"
"2484";"B"
"2485";"B"
"2486";"B"
"2487";"B"
"2488";"B"
"2489";"B"
"2490";"B"
"2491";"B"
"2492";"B"
"2493";"B"
"2494";"D"
"2495";"B"
"2496";"E"
"2497";"A"
"2498";"A"
"2499";"A"
"2500";"A"
"2501";"E"
"2502";"E"
"2503";"E"
"2504";"B"
"2505";"B"
"2506";"B"
"2507";"B"
"2508";"B"
"2509";"B"
"2510";"B"
"2511";"B"
"2512";"B"
"2513";"B"
"2514";"B"
"2515";"B"
"2516";"B"
"2517";"B"
"2518";"D"
"2519";"B"
"2520";"B"
"2521";"B"
"2522";"B"
"2523";"B"
"2524";"B"
"2525";"B"
"2526";"B"
"2527";"B"
"2528";"B"
"2529";"B"
"2530";"B"
"2531";"B"
"2532";"B"
"2533";"B"
"2534";"B"
"2535";"B"
"2536";"E"
"2537";"E"
"2538";"A"
"2539";"C"
"2540";"D"
"2541";"D"
"2542";"D"
"2543";"D"
"2544";"D"
"2545";"A"
"2546";"A"
"2547";"A"
"2548";"A"
"2549";"E"
"2550";"E"
"2551";"E"
"2552";"E"
"2553";"D"
"2554";"B"
"2555";"D"
"2556";"D"
"2557";"B"
"2558";"B"
"2559";"A"
"2560";"A"
"2561";"D"
"2562";"D"
"2563";"D"
"2564";"D"
"2565";"D"
"2566";"D"
"2567";"D"
"2568";"D"
"2569";"A"
"2570";"A"
"2571";"A"
"2572";"E"
"2573";"E"
"2574";"E"
"2575";"B"
"2576";"B"
"2577";"B"
"2578";"B"
"2579";"B"
"2580";"B"
"2581";"B"
"2582";"D"
"2583";"D"
"2584";"D"
"2585";"D"
"2586";"D"
"2587";"D"
"2588";"A"
"2589";"A"
"2590";"D"
"2591";"D"
"2592";"D"
"2593";"D"
"2594";"D"
"2595";"D"
"2596";"A"
"2597";"A"
"2598";"A"
"2599";"A"
"2600";"A"
"2601";"A"
"2602";"A"
"2603";"A"
"2604";"A"
"2605";"A"
"2606";"E"
"2607";"D"
"2608";"D"
"2609";"D"
"2610";"D"
"2611";"D"
"2612";"D"
"2613";"D"
"2614";"D"
"2615";"D"
"2616";"D"
"2617";"D"
"2618";"B"
"2619";"A"
"2620";"A"
"2621";"A"
"2622";"A"
"2623";"A"
"2624";"E"
"2625";"E"
"2626";"E"
"2627";"E"
"2628";"E"
"2629";"E"
"2630";"E"
"2631";"A"
"2632";"B"
"2633";"B"
"2634";"B"
"2635";"B"
"2636";"B"
"2637";"B"
"2638";"B"
"2639";"B"
"2640";"B"
"2641";"B"
"2642";"B"
"2643";"B"
"2644";"B"
"2645";"D"
"2646";"A"
"2647";"B"
"2648";"B"
"2649";"B"
"2650";"A"
"2651";"B"
"2652";"A"
"2653";"A"
"2654";"B"
"2655";"B"
"2656";"E"
"2657";"E"
"2658";"E"
"2659";"E"
"2660";"B"
"2661";"D"
"2662";"B"
"2663";"A"
"2664";"C"
"2665";"A"
"2666";"A"
"2667";"C"
"2668";"D"
"2669";"E"
"2670";"B"
"2671";"B"
"2672";"B"
"2673";"B"
"2674";"B"
"2675";"E"
"2676";"A"
"2677";"A"
"2678";"A"
"2679";"A"
"2680";"A"
"2681";"A"
"2682";"A"
"2683";"A"
"2684";"A"
"2685";"A"
"2686";"A"
"2687";"A"
"2688";"A"
"2689";"A"
"2690";"A"
"2691";"A"
"2692";"A"
"2693";"A"
"2694";"B"
"2695";"B"
"2696";"A"
"2697";"B"
"2698";"B"
"2699";"B"
"2700";"B"
"2701";"B"
"2702";"E"
"2703";"B"
"2704";"B"
"2705";"B"
"2706";"B"
"2707";"B"
"2708";"B"
"2709";"B"
"2710";"B"
"2711";"B"
"2712";"B"
"2713";"B"
"2714";"B"
"2715";"D"
"2716";"D"
"2717";"D"
"2718";"E"
"2719";"A"
"2720";"A"
"2721";"A"
"2722";"A"
"2723";"A"
"2724";"A"
"2725";"C"
"2726";"D"
"2727";"C"
"2728";"C"
"2729";"D"
"2730";"B"
"2731";"B"
"2732";"B"
"2733";"B"
"2734";"B"
"2735";"B"
"2736";"B"
"2737";"D"
"2738";"A"
"2739";"A"
"2740";"A"
"2741";"C"
"2742";"A"
"2743";"A"
"2744";"C"
"2745";"C"
"2746";"A"
"2747";"A"
"2748";"A"
"2749";"A"
"2750";"A"
"2751";"B"
"2752";"A"
"2753";"A"
"2754";"C"
"2755";"C"
"2756";"C"
"2757";"C"
"2758";"E"
"2759";"C"
"2760";"A"
"2761";"C"
"2762";"E"
"2763";"E"
"2764";"E"
"2765";"E"
"2766";"E"
"2767";"E"
"2768";"E"
"2769";"B"
"2770";"B"
"2771";"B"
"2772";"B"
"2773";"B"
"2774";"B"
"2775";"B"
"2776";"B"
"2777";"B"
"2778";"B"
"2779";"E"
"2780";"E"
"2781";"E"
"2782";"B"
"2783";"B"
"2784";"B"
"2785";"E"
"2786";"E"
"2787";"B"
"2788";"B"
"2789";"B"
"2790";"B"
"2791";"E"
"2792";"A"
"2793";"A"
"2794";"A"
"2795";"E"
"2796";"E"
"2797";"E"
"2798";"B"
"2799";"B"
"2800";"B"
"2801";"B"
"2802";"B"
"2803";"B"
"2804";"B"
"2805";"B"
"2806";"B"
"2807";"C"
"2808";"A"
"2809";"A"
"2810";"A"
"2811";"A"
"2812";"A"
"2813";"B"
"2814";"A"
"2815";"E"
"2816";"E"
"2817";"E"
"2818";"C"
"2819";"C"
"2820";"C"
"2821";"C"
"2822";"A"
"2823";"A"
"2824";"A"
"2825";"A"
"2826";"C"
"2827";"D"
"2828";"E"
"2829";"E"
"2830";"E"
"2831";"E"
"2832";"C"
"2833";"C"
"2834";"C"
"2835";"C"
"2836";"C"
"2837";"A"
"2838";"A"
"2839";"A"
"2840";"A"
"2841";"C"
"2842";"B"
"2843";"C"
"2844";"E"
"2845";"E"
"2846";"E"
"2847";"E"
"2848";"E"
"2849";"E"
"2850";"A"
"2851";"A"
"2852";"B"
"2853";"A"
"2854";"B"
"2855";"A"
"2856";"D"
"2857";"A"
"2858";"B"
"2859";"B"
"2860";"B"
"2861";"E"
"2862";"E"
"2863";"E"
"2864";"E"
"2865";"E"
"2866";"E"
"2867";"E"
"2868";"E"
"2869";"B"
"2870";"A"
"2871";"B"
"2872";"B"
"2873";"B"
"2874";"B"
"2875";"B"
"2876";"A"
"2877";"D"
"2878";"B"
"2879";"E"
"2880";"E"
"2881";"B"
"2882";"B"
"2883";"A"
"2884";"B"
"2885";"B"
"2886";"B"
"2887";"B"
"2888";"D"
"2889";"E"
"2890";"E"
"2891";"E"
"2892";"E"
"2893";"E"
"2894";"B"
"2895";"A"
"2896";"A"
"2897";"A"
"2898";"A"
"2899";"A"
"2900";"E"
"2901";"E"
"2902";"E"
"2903";"E"
"2904";"E"
"2905";"B"
"2906";"A"
"2907";"A"
"2908";"A"
"2909";"A"
"2910";"E"
"2911";"A"
"2912";"A"
"2913";"A"
"2914";"D"
"2915";"C"
"2916";"C"
"2917";"C"
"2918";"C"
"2919";"C"
"2920";"A"
"2921";"A"
"2922";"A"
"2923";"A"
"2924";"A"
"2925";"A"
"2926";"C"
"2927";"C"
"2928";"C"
"2929";"C"
"2930";"A"
"2931";"C"
"2932";"C"
"2933";"C"
"2934";"C"
"2935";"C"
"2936";"C"
"2937";"C"
"2938";"C"
"2939";"C"
"2940";"C"
"2941";"A"
"2942";"C"
"2943";"C"
"2944";"C"
"2945";"C"
"2946";"C"
"2947";"C"
"2948";"C"
"2949";"A"
"2950";"A"
"2951";"A"
"2952";"A"
"2953";"C"
"2954";"C"
"2955";"C"
"2956";"C"
"2957";"C"
"2958";"C"
"2959";"C"
"2960";"C"
"2961";"C"
"2962";"C"
"2963";"C"
"2964";"A"
"2965";"A"
"2966";"A"
"2967";"A"
"2968";"A"
"2969";"A"
"2970";"A"
"2971";"C"
"2972";"C"
"2973";"A"
"2974";"A"
"2975";"A"
"2976";"C"
"2977";"C"
"2978";"C"
"2979";"C"
"2980";"C"
"2981";"C"
"2982";"A"
"2983";"A"
"2984";"A"
"2985";"C"
"2986";"C"
"2987";"C"
"2988";"C"
"2989";"C"
"2990";"A"
"2991";"A"
"2992";"A"
"2993";"C"
"2994";"C"
"2995";"C"
"2996";"C"
"2997";"C"
"2998";"C"
"2999";"C"
"3000";"C"
"3001";"C"
"3002";"C"
"3003";"C"
"3004";"A"
"3005";"A"
"3006";"A"
"3007";"A"
"3008";"A"
"3009";"C"
"3010";"C"
"3011";"C"
"3012";"C"
"3013";"C"
"3014";"C"
"3015";"C"
"3016";"C"
"3017";"C"
"3018";"C"
"3019";"A"
"3020";"A"
"3021";"A"
"3022";"C"
"3023";"C"
"3024";"C"
"3025";"C"
"3026";"C"
"3027";"C"
"3028";"C"
"3029";"A"
"3030";"A"
"3031";"A"
"3032";"A"
"3033";"A"
"3034";"A"
"3035";"A"
"3036";"A"
"3037";"A"
"3038";"A"
"3039";"A"
"3040";"A"
"3041";"E"
"3042";"E"
"3043";"E"
"3044";"B"
"3045";"A"
"3046";"A"
"3047";"E"
"3048";"E"
"3049";"E"
"3050";"E"
"3051";"E"
"3052";"E"
"3053";"C"
"3054";"C"
"3055";"C"
"3056";"C"
"3057";"C"
"3058";"C"
"3059";"C"
"3060";"C"
"3061";"A"
"3062";"A"
"3063";"A"
"3064";"A"
"3065";"C"
"3066";"E"
"3067";"E"
"3068";"E"
"3069";"E"
"3070";"C"
"3071";"C"
"3072";"C"
"3073";"C"
"3074";"C"
"3075";"A"
"3076";"A"
"3077";"C"
"3078";"C"
"3079";"C"
"3080";"C"
"3081";"E"
"3082";"E"
"3083";"C"
"3084";"C"
"3085";"A"
"3086";"C"
"3087";"A"
"3088";"C"
"3089";"C"
"3090";"C"
"3091";"C"
"3092";"C"
"3093";"C"
"3094";"C"
"3095";"C"
"3096";"A"
"3097";"C"
"3098";"A"
"3099";"A"
"3100";"A"
"3101";"A"
"3102";"A"
"3103";"A"
"3104";"A"
"3105";"A"
"3106";"A"
"3107";"A"
"3108";"C"
"3109";"A"
"3110";"A"
"3111";"A"
"3112";"C"
"3113";"C"
"3114";"A"
"3115";"A"
"3116";"A"
"3117";"A"
"3118";"A"
"3119";"A"
"3120";"C"
"3121";"C"
"3122";"C"
"3123";"C"
"3124";"C"
"3125";"C"
"3126";"C"
"3127";"A"
"3128";"A"
"3129";"A"
"3130";"A"
"3131";"A"
"3132";"A"
"3133";"A"
"3134";"A"
"3135";"A"
"3136";"A"
"3137";"C"
"3138";"C"
"3139";"C"
"3140";"C"
"3141";"C"
"3142";"C"
"3143";"C"
"3144";"C"
"3145";"A"
"3146";"C"
"3147";"C"
"3148";"C"
"3149";"C"
"3150";"E"
"3151";"E"
"3152";"E"
"3153";"C"
"3154";"C"
"3155";"C"
"3156";"C"
"3157";"E"
"3158";"C"
"3159";"C"
"3160";"C"
"3161";"E"
"3162";"E"
"3163";"E"
"3164";"C"
"3165";"C"
"3166";"A"
"3167";"B"
"3168";"C"
"3169";"C"
"3170";"C"
"3171";"E"
"3172";"C"
"3173";"E"
"3174";"E"
"3175";"E"
"3176";"E"
"3177";"C"
"3178";"C"
"3179";"C"
"3180";"C"
"3181";"A"
"3182";"C"
"3183";"C"
"3184";"C"
"3185";"B"
"3186";"B"
"3187";"B"
"3188";"E"
"3189";"E"
"3190";"A"
"3191";"A"
"3192";"A"
"3193";"A"
"3194";"D"
"3195";"D"
"3196";"D"
"3197";"C"
"3198";"C"
"3199";"C"
"3200";"C"
"3201";"A"
"3202";"A"
"3203";"A"
"3204";"A"
"3205";"A"
"3206";"A"
"3207";"C"
"3208";"C"
"3209";"A"
"3210";"C"
"3211";"C"
"3212";"A"
"3213";"A"
"3214";"C"
"3215";"C"
"3216";"D"
"3217";"A"
"3218";"A"
"3219";"A"
"3220";"A"
"3221";"A"
"3222";"A"
"3223";"A"
"3224";"A"
"3225";"A"
"3226";"A"
"3227";"A"
"3228";"A"
"3229";"A"
"3230";"A"
"3231";"A"
"3232";"A"
"3233";"A"
"3234";"A"
"3235";"A"
"3236";"D"
"3237";"D"
"3238";"A"
"3239";"A"
"3240";"A"
"3241";"A"
"3242";"A"
"3243";"A"
"3244";"A"
"3245";"A"
"3246";"A"
"3247";"D"
"3248";"D"
"3249";"A"
"3250";"A"
"3251";"A"
"3252";"A"
"3253";"A"
"3254";"A"
"3255";"A"
"3256";"A"
"3257";"A"
"3258";"A"
"3259";"A"
"3260";"A"
"3261";"A"
"3262";"A"
"3263";"A"
"3264";"A"
"3265";"A"
"3266";"A"
"3267";"A"
"3268";"C"
"3269";"A"
"3270";"A"
"3271";"A"
"3272";"A"
"3273";"D"
"3274";"A"
"3275";"A"
"3276";"A"
"3277";"A"
"3278";"A"
"3279";"A"
"3280";"A"
"3281";"A"
"3282";"A"
"3283";"A"
"3284";"A"
"3285";"A"
"3286";"A"
"3287";"D"
"3288";"D"
"3289";"A"
"3290";"A"
"3291";"A"
"3292";"A"
"3293";"A"
"3294";"A"
"3295";"A"
"3296";"A"
"3297";"A"
"3298";"A"
"3299";"A"
"3300";"A"
"3301";"A"
"3302";"A"
"3303";"A"
"3304";"A"
"3305";"A"
"3306";"A"
"3307";"A"
"3308";"A"
"3309";"A"
"3310";"A"
"3311";"A"
"3312";"A"
"3313";"A"
"3314";"A"
"3315";"A"
"3316";"A"
"3317";"A"
"3318";"A"
"3319";"D"
"3320";"D"
"3321";"A"
"3322";"A"
"3323";"A"
"3324";"A"
"3325";"A"
"3326";"A"
"3327";"A"
"3328";"A"
"3329";"A"
"3330";"A"
"3331";"C"
"3332";"C"
"3333";"A"
"3334";"A"
"3335";"A"
"3336";"A"
"3337";"A"
"3338";"A"
"3339";"A"
"3340";"A"
"3341";"A"
"3342";"A"
"3343";"A"
"3344";"A"
"3345";"A"
"3346";"A"
"3347";"A"
"3348";"A"
"3349";"A"
"3350";"A"
"3351";"A"
"3352";"A"
"3353";"D"
"3354";"D"
"3355";"D"
"3356";"D"
"3357";"C"
"3358";"A"
"3359";"D"
"3360";"C"
"3361";"E"
"3362";"E"
"3363";"B"
"3364";"B"
"3365";"B"
"3366";"B"
"3367";"B"
"3368";"B"
"3369";"B"
"3370";"B"
"3371";"B"
"3372";"B"
"3373";"B"
"3374";"A"
"3375";"B"
"3376";"B"
"3377";"B"
"3378";"B"
"3379";"B"
"3380";"B"
"3381";"B"
"3382";"B"
"3383";"B"
"3384";"B"
"3385";"B"
"3386";"D"
"3387";"B"
"3388";"A"
"3389";"A"
"3390";"A"
"3391";"A"
"3392";"C"
"3393";"C"
"3394";"C"
"3395";"C"
"3396";"C"
"3397";"C"
"3398";"A"
"3399";"A"
"3400";"A"
"3401";"A"
"3402";"A"
"3403";"A"
"3404";"A"
"3405";"A"
"3406";"A"
"3407";"A"
"3408";"A"
"3409";"A"
"3410";"A"
"3411";"A"
"3412";"C"
"3413";"C"
"3414";"A"
"3415";"A"
"3416";"A"
"3417";"A"
"3418";"A"
"3419";"A"
"3420";"A"
"3421";"A"
"3422";"A"
"3423";"A"
"3424";"A"
"3425";"A"
"3426";"A"
"3427";"A"
"3428";"E"
"3429";"E"
"3430";"A"
"3431";"E"
"3432";"E"
"3433";"A"
"3434";"A"
"3435";"A"
"3436";"A"
"3437";"A"
"3438";"A"
"3439";"A"
"3440";"A"
"3441";"A"
"3442";"A"
"3443";"A"
"3444";"A"
"3445";"A"
"3446";"A"
"3447";"A"
"3448";"A"
"3449";"C"
"3450";"C"
"3451";"D"
"3452";"D"
"3453";"D"
"3454";"D"
"3455";"D"
"3456";"D"
"3457";"D"
"3458";"C"
"3459";"C"
"3460";"C"
"3461";"A"
"3462";"A"
"3463";"A"
"3464";"C"
"3465";"D"
"3466";"D"
"3467";"D"
"3468";"D"
"3469";"D"
"3470";"D"
"3471";"C"
"3472";"C"
"3473";"A"
"3474";"A"
"3475";"A"
"3476";"A"
"3477";"A"
"3478";"A"
"3479";"A"
"3480";"A"
"3481";"A"
"3482";"C"
"3483";"C"
"3484";"C"
"3485";"C"
"3486";"E"
"3487";"D"
"3488";"D"
"3489";"D"
"3490";"C"
"3491";"C"
"3492";"C"
"3493";"A"
"3494";"A"
"3495";"A"
"3496";"A"
"3497";"A"
"3498";"A"
"3499";"A"
"3500";"A"
"3501";"A"
"3502";"A"
"3503";"C"
"3504";"C"
"3505";"C"
"3506";"A"
"3507";"A"
"3508";"A"
"3509";"A"
"3510";"A"
"3511";"A"
"3512";"C"
"3513";"C"
"3514";"C"
"3515";"E"
"3516";"E"
"3517";"E"
"3518";"C"
"3519";"D"
"3520";"C"
"3521";"C"
"3522";"C"
"3523";"A"
"3524";"A"
"3525";"A"
"3526";"A"
"3527";"A"
"3528";"A"
"3529";"C"
"3530";"C"
"3531";"E"
"3532";"C"
"3533";"E"
"3534";"C"
"3535";"E"
"3536";"E"
"3537";"C"
"3538";"C"
"3539";"C"
"3540";"C"
"3541";"C"
"3542";"C"
"3543";"A"
"3544";"A"
"3545";"A"
"3546";"A"
"3547";"C"
"3548";"C"
"3549";"E"
"3550";"E"
"3551";"E"
"3552";"C"
"3553";"C"
"3554";"C"
"3555";"C"
"3556";"C"
"3557";"A"
"3558";"A"
"3559";"A"
"3560";"A"
"3561";"A"
"3562";"A"
"3563";"A"
"3564";"A"
"3565";"A"
"3566";"A"
"3567";"A"
"3568";"A"
"3569";"A"
"3570";"A"
"3571";"A"
"3572";"A"
"3573";"A"
"3574";"A"
"3575";"A"
"3576";"B"
"3577";"D"
"3578";"D"
"3579";"D"
"3580";"C"
"3581";"C"
"3582";"C"
"3583";"C"
"3584";"A"
"3585";"A"
"3586";"A"
"3587";"E"
"3588";"E"
"3589";"B"
"3590";"C"
"3591";"C"
"3592";"E"
"3593";"D"
"3594";"E"
"3595";"D"
"3596";"D"
"3597";"D"
"3598";"D"
"3599";"D"
"3600";"D"
"3601";"A"
"3602";"A"
"3603";"C"
"3604";"C"
"3605";"A"
"3606";"A"
"3607";"A"
"3608";"A"
"3609";"A"
"3610";"A"
"3611";"C"
"3612";"C"
"3613";"C"
"3614";"D"
"3615";"D"
"3616";"D"
"3617";"D"
"3618";"A"
"3619";"A"
"3620";"A"
"3621";"A"
"3622";"A"
